"지역규모별",중소도시,2275,0.1,0.5,1.9,15.2,41.1,35.3,5.9,5.26
"지역규모별",읍면지역,1616,0.2,0.9,2.8,16.1,35.6,37.7,6.8,5.26
"권역별",수도권,1801,0,0.4,1.8,11.4,47.5,34.4,4.5,5.27
"권역별",강원/제주권,503,0.7,2.4,4.3,34.8,34.9,16,6.9,4.76
"권역별",충청/세종권,1315,-,0.4,3.6,14.6,39.5,35.2,6.7,5.25
"권역별",호남권,944,0.2,0.4,1.5,15,28.9,49.1,5,5.39
"권역별",대경권,552,0.2,1.1,1.2,20.1,48,25,4.5,5.07
"권역별",동남권,1200,-,0.3,1.3,11,40.8,42.6,4.1,5.36
"17개 시도별",서울,575,-,0.4,2,7.6,52.6,34.8,2.5,5.27
"17개 시도별",부산,401,-,0.1,0.3,7.9,43.4,46.1,2.1,5.42
"17개 시도별",대구,206,-,-,-,13.2,47.9,33.3,5.6,5.31
"17개 시도별",인천,401,0.2,0.1,2.1,16.4,60,21.2,-,4.99
"17개 시도별",광주,284,0,0.3,1.2,19.2,30.3,44,4.9,5.31
"17개 시도별",대전,349,0,0.4,2.4,14.6,43,33.8,5.8,5.25
"17개 시도별",울산,298,-,0.1,2.3,14.3,28.9,50.1,4.4,5.4
"17개 시도별",세종,112,-,3.4,12.4,13,40.2,24.9,6.1,4.89
"17개 시도별",경기,825,-,0.4,1.6,12.7,41.2,37.3,6.8,5.34
"17개 시도별",강원,314,0.5,2.3,4,35.5,37.7,13.2,6.9,4.75
"17개 시도별",충북,381,-,0.3,4.2,18.9,41.7,30.7,4.2,5.11
"17개 시도별",충남,473,-,0.3,3.2,11.6,35.8,40.1,9,5.39
"17개 시도별",전북,335,0.5,0.2,1,12.6,36,46,3.7,5.36
"17개 시도별",전남,325,0.2,0.6,2.1,14.1,20.9,55.9,6.3,5.48
"17개 시도별",경북,346,0.3,1.7,1.9,24.1,48.1,20.2,3.8,4.94
"17개 시도별",경남,501,-,0.5,1.6,12.3,43,37,5.5,5.31
"17개 시도별",제주,189,1.3,2.7,5.3,33,27.4,23.6,6.7,4.8
"장애여부별",해당사항없음,0,-,-,-,-,-,-,-,-
"장애여부별",미등록,0,-,-,-,-,-,-,-,-
"장애여부별",장애등록,0,-,-,-,-,-,-,-,-
